model_name,description,term,coef,se,z,p_value,or,ci_low,ci_high,aic,nobs,positives,max_vif
baseline,Baseline interaction model without stopped-context or operator controls.,Intercept,-0.7929392071475403,0.1205889230698635,-6.575555921402075,4.8471721344462596e-11,0.4525128098656281,0.357260828009048,0.5731606351404978,431.22354931196736,340,109,1.03734856107907
baseline,Baseline interaction model without stopped-context or operator controls.,rear_end_c,0.11339164078456,0.2412047795354445,0.4701052815078956,0.6382798009844144,1.12007051235441,0.6981222557841139,1.7970462082415368,431.22354931196736,340,109,1.03734856107907
baseline,Baseline interaction model without stopped-context or operator controls.,mode_autonomous_c,0.187008390610671,0.2478338981093431,0.7545714772567708,0.4505061430536147,1.2056374010415276,0.7417543733556089,1.9596265219366744,431.22354931196736,340,109,1.03734856107907
baseline,Baseline interaction model without stopped-context or operator controls.,rear_mode_int,0.771550138948695,0.4951754594849292,1.558134847294825,0.1192012855830157,2.163116787800697,0.8195696220459985,5.709184566875752,431.22354931196736,340,109,1.03734856107907
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",Intercept,-0.3760156559020815,0.2097827255345413,-1.792405237104089,0.0730680765062362,0.6865915837475511,0.4551254232473797,1.0357760274286865,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",rear_end_c,0.3417866142072844,0.2557666185690906,1.3363222148356986,0.1814439785173714,1.4074599335149087,0.852564215436825,2.3235123273791443,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",mode_autonomous_c,0.230567960745956,0.2528930468003321,0.911721234186393,0.3619154830203072,1.2593150483676387,0.767134370757279,2.06727067838153,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",rear_mode_int,0.9264202922958218,0.5068888328554835,1.8276597002087611,0.0676006399022348,2.5254525952184705,0.9351357582290468,6.82030470396528,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",vru_any,0.7065711611596049,0.4071443475403065,1.7354315869254595,0.0826643893188465,2.0270289735161757,0.9126369737892152,4.502169622182138,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",is_night,-0.177853009660528,0.2451974963152884,-0.7253459449350771,0.4682398259449456,0.8370654549817141,0.5176627701855262,1.353542530540928,426.0555694945666,340,109,1.450227272506206
context,"Adds scene-level controls for vulnerable users, darkness, and intersection geometry.",location_is_intersection_like,-0.7661106871245269,0.2549021645255281,-3.0055087549003607,0.0026513696320643,0.4648173774863317,0.2820390481040363,0.7660470983208474,426.0555694945666,340,109,1.450227272506206
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,Intercept,-0.5876411039114231,0.233702305092831,-2.5144856987097355,0.0119206137226756,0.5556364286584505,0.3514495151268613,0.8784528860165755,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,rear_end_c,0.2423756044649507,0.2615338970681711,0.9267464263027188,0.3540582065709921,1.274272725466319,0.7632104897393929,2.1275532774999153,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,mode_autonomous_c,0.2594540643812633,0.2552459492263667,1.0164865110206494,0.309397767724335,1.2962222395735008,0.7859840311973274,2.137692405538347,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,rear_mode_int,1.1340070389306949,0.5219762441342524,2.1725261478356246,0.029815999570814,3.10808580195415,1.11734171972282,8.645696461334484,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,vru_any,0.7362180954430265,0.4105159553434164,1.7933970308831102,0.072909462010739,2.088023856418745,0.9339070236616932,4.668391514906472,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,is_night,-0.1680192198629192,0.2467048203411034,-0.6810536560680471,0.4958375399022984,0.8453375872559751,0.521236303463221,1.3709629043100136,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,location_is_intersection_like,-0.7839787550578172,0.2568766503922394,-3.051965812621411,0.0022734799288857,0.456585749658129,0.275974243493352,0.7553985623875714,423.4336788520262,340,109,1.641955406884095
stopped_context,Adds a queue / stopped-vehicle cue to isolate unexpected stopping behavior.,narrative_mentions_stopped,0.5494994831512581,0.2555790116155264,2.1500180303454774,0.0315537886079972,1.7323857125973765,1.0497728686311738,2.858866281355519,423.4336788520262,340,109,1.641955406884095
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,Intercept,-0.3923606610795664,0.2569916971523507,-1.526744503527543,0.1268245563397351,0.6754604577267188,0.4081766911320852,1.1177679663358042,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,C(manufacturer_top3)[T.Other],-2.57247720943764,0.7667256159497203,-3.3551470772907317,0.0007932279896005,0.0763461854874183,0.0169882762918125,0.343103675638266,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,C(manufacturer_top3)[T.Waymo],-0.8332140721900116,0.4375787832170197,-1.9041464169362488,0.056891117936884,0.4346500422771262,0.1843622461518699,1.0247253068064843,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,C(manufacturer_top3)[T.Zoox],0.5133614514903738,0.3314137342681127,1.5490047587317726,0.1213805761273031,1.6708984094249522,0.8726702354646709,3.1992628843726183,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,rear_end_c,0.3433237751506546,0.2786877399319161,1.23192995585141,0.2179752502426969,1.4096250896244396,0.8163646424797797,2.4340139073917886,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,mode_autonomous_c,0.1609308887807471,0.2898105687799276,0.5552968252960871,0.5786916499853894,1.1746037877087336,0.6655860232843389,2.072901187575415,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,rear_mode_int,1.1698051858722278,0.5521450907735292,2.1186554139843676,0.0341195989432992,3.2213650099803757,1.0915740026149383,9.50663216847104,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,vru_any,0.4740430982851329,0.4262218639694151,1.112197985036144,0.2660530340847508,1.6064762219057684,0.6967445710159609,3.704034389224559,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,is_night,-0.1461661801884407,0.2601419659800599,-0.5618708217175711,0.5742040349171147,0.864014109226251,0.518904684770546,1.4386464467402815,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,location_is_intersection_like,-0.9055561713439112,0.3016162080070126,-3.00234585312092,0.0026790761457813,0.4043169530552904,0.2238647786403961,0.7302274146059686,394.71767721136,340,109,2.512340499554412
stopped_context_manufacturer,Further controls for the top three manufacturers to test whether the signal survives operator mix.,narrative_mentions_stopped,0.7097305750408058,0.2877903556578917,2.4661374541838086,0.0136578911684723,2.033443324451777,1.156816508152372,3.5743713239030477,394.71767721136,340,109,2.512340499554412
